,Id,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,Quality
2689,1018,6.1,0.28,0.24,19.95,74.0,32.0,174.0,0.99922,3.19,0.44,9.3,1
2690,4122,6.6,0.32,0.26,4.6,31.0,26.0,120.0,0.99198,3.4,0.73,12.5,1
2691,3059,6.2,0.2,0.28,1.1,39.0,24.0,78.0,0.9899,3.36,0.47,12.1,1
2692,2204,6.6,0.29,0.73,2.2,27.0,21.0,92.0,0.99,3.12,0.48,12.4,1
2693,3830,6.2,0.25,0.25,1.4,0.03,35.0,105.0,0.9912,3.3,0.44,11.1,1
2694,3116,6.0,0.23,0.34,1.3,25.0,23.0,111.0,0.98961,3.36,0.37,12.7,1
2695,4143,6.0,0.35,0.51,1.2,29.0,10.0,102.0,0.9903,3.46,0.42,11.9,1
2696,1024,6.6,0.21,0.49,18.15,42.0,41.0,158.0,0.9997,3.28,0.39,8.7,1
2697,1231,6.2,0.66,0.48,1.2,29.0,29.0,75.0,0.9892,3.33,0.39,12.8,1
2698,363,6.9,0.38,0.28,8.3,62.0,22.0,166.0,0.99506,3.16,0.72,10.6,0
2700,3602,7.3,0.19,0.25,1.4,51.0,41.0,107.0,0.99382,3.53,0.66,10.5,1
2701,3145,6.3,0.2,0.4,1.5,37.0,35.0,107.0,0.9917,3.46,0.5,11.4,1
2702,1614,7.7,0.27,0.49,3.8,37.0,46.0,139.0,0.99116,3.04,0.38,11.6,1
2703,1171,7.2,0.27,0.74,12.5,37.0,47.0,156.0,0.9981,3.04,0.44,8.7,0
2704,2299,6.8,0.18,0.32,7.2,47.0,17.0,109.0,0.99498,3.42,0.44,10.4,1
2705,925,6.6,0.22,0.23,17.3,47.0,37.0,118.0,0.99906,3.08,0.46,8.8,1
2706,1963,5.2,0.22,0.46,6.2,66.0,41.0,187.0,0.99362,3.19,0.42,9.73333333333333,0
2707,3415,6.4,0.25,0.74,7.8,45.0,52.0,209.0,0.9956,3.21,0.42,9.2,1
2708,3426,7.2,0.19,0.31,6.3,34.0,17.0,103.0,0.99305,3.15,0.52,11.4,1
2709,3679,6.0,0.21,0.3,8.7,36.0,47.0,127.0,0.99368,3.18,0.39,10.6,0
2710,623,5.8,0.18,0.37,1.2,36.0,19.0,74.0,0.98853,3.09,0.49,12.7,1
2711,306,7.1,0.26,0.3,2.0,31.0,13.0,128.0,0.9917,3.19,0.49,11.4,0
2712,730,7.1,0.26,0.29,12.4,44.0,62.0,240.0,0.9969,3.04,0.42,9.2,1
2713,1986,6.6,0.19,0.33,1.8,35.0,42.0,148.0,0.99196,3.15,0.36,10.2,0
2714,1854,7.6,0.23,0.34,1.6,43.0,24.0,129.0,0.99305,3.12,0.7,10.4,0
2715,2446,5.7,0.385,0.04,12.6,34.0,22.0,115.0,0.9964,3.28,0.63,9.9,1
2716,2244,6.3,0.34,0.36,4.9,35.0,31.0,185.0,0.9946,3.15,0.49,9.7,0
2717,1160,7.6,0.3,0.27,10.6,39.0,31.0,119.0,0.99815,3.27,0.3,9.3,1
2718,4553,5.6,0.13,0.27,4.8,28.0,22.0,104.0,0.9948,3.34,0.45,9.2,1
2719,2100,5.6,0.18,0.29,2.3,0.04,5.0,47.0,0.99126,3.07,0.45,10.1,0
2720,1296,6.8,0.27,0.22,17.8,34.0,16.0,116.0,0.9989,3.07,0.53,9.2,0
2721,111,6.4,0.32,0.26,7.9,0.05,53.0,180.0,0.99514,3.14,0.5,9.6,0
2722,163,7.1,0.28,0.35,3.5,28.0,35.0,91.0,0.99022,2.96,0.33,12.1,0
2723,4114,8.5,0.25,0.27,4.7,31.0,31.0,92.0,0.9922,3.01,0.33,12.0,1
2724,4629,6.9,0.16,0.35,1.3,43.0,21.0,182.0,0.9927,3.25,0.62,10.8,1
2725,3890,7.3,0.4,0.24,6.7,58.0,41.0,166.0,0.995,3.2,0.41,9.9,1
2726,4443,6.8,0.24,0.34,5.1,38.0,31.0,99.0,0.9921,3.24,0.46,11.8,1
2727,898,6.7,0.48,0.49,2.9,0.03,28.0,122.0,0.98926,3.13,0.4,13.0,1
2728,2686,6.9,0.26,0.31,7.0,39.0,37.0,175.0,0.99376,3.32,0.49,11.4,1
2729,2632,7.0,0.29,0.35,1.4,36.0,42.0,109.0,0.99119,3.31,0.62,11.6,1
2730,1404,6.3,0.17,0.32,1.0,0.04,39.0,118.0,0.98886,3.31,0.4,13.1,1
2731,1502,6.8,0.2,0.28,12.6,48.0,54.0,136.0,0.99556,3.19,0.37,10.7,1
2732,3868,7.2,0.15,0.38,1.2,38.0,18.0,110.0,0.9917,3.19,0.43,11.1,1
2733,908,6.7,0.35,0.48,8.8,56.0,35.0,167.0,0.99628,3.04,0.47,9.4,0
2734,4555,6.9,0.2,0.34,1.9,43.0,25.0,136.0,0.9935,3.31,0.6,10.1,0
2735,824,6.4,0.29,0.57,1.0,0.06,15.0,120.0,0.9924,3.06,0.41,9.5,0
2736,2872,6.6,0.38,0.29,2.9,35.0,15.0,101.0,0.98916,3.04,0.37,12.5,1
2737,4449,7.1,0.31,0.38,1.2,36.0,10.0,124.0,0.9924,3.14,0.44,9.9,1
2738,3512,7.0,0.28,0.33,14.6,43.0,47.0,168.0,0.9994,3.34,0.67,8.8,1
2739,1649,7.4,0.31,0.74,10.7,39.0,51.0,147.0,0.9977,3.02,0.43,8.7,0
2740,1695,7.3,0.25,0.27,3.8,47.0,16.0,79.0,0.99173,3.07,0.46,11.3,1
2741,2914,7.3,0.25,0.29,7.5,49.0,38.0,158.0,0.9965,3.43,0.38,9.6,0
2742,2486,6.8,0.19,0.71,17.5,42.0,21.0,114.0,0.99784,2.85,0.5,9.5,1
2743,444,6.9,0.38,0.25,9.8,0.04,28.0,191.0,0.9971,3.28,0.61,9.2,0
2744,3417,9.2,0.23,0.35,10.7,37.0,34.0,145.0,0.9981,3.09,0.32,9.7,0
2745,2782,7.9,0.18,0.49,5.2,51.0,36.0,157.0,0.9953,3.18,0.48,10.6,1
2747,335,7.4,0.25,0.49,1.1,42.0,35.0,156.0,0.9917,3.13,0.55,11.3,0
2748,373,7.3,0.36,0.34,14.8,57.0,46.0,173.0,0.99751,3.14,0.57,10.2,0
2749,2000,9.0,0.245,0.38,5.9,45.0,52.0,159.0,0.995,2.93,0.35,10.2,1
2750,2650,6.3,0.36,0.3,4.8,49.0,14.0,85.0,0.9932,3.28,0.39,10.6,0
2751,2422,7.3,0.29,0.29,4.6,29.0,27.0,155.0,0.9931,3.07,0.26,10.6,1
2752,134,6.3,0.21,0.31,1.2,43.0,30.0,117.0,0.99158,3.49,0.68,11.0,1
2753,647,7.6,0.17,0.46,0.9,36.0,63.0,147.0,0.99126,3.02,0.41,10.7,1
2754,4631,7.3,0.41,0.29,1.8,32.0,26.0,74.0,0.98889,2.96,0.35,13.0,1
2755,3515,7.0,0.15,0.28,14.7,51.0,29.0,149.0,0.99792,2.96,0.39,9.0,1
2756,1305,6.6,0.26,0.21,2.9,26.0,48.0,126.0,0.99089,3.22,0.38,11.3,1
2757,1271,6.0,0.2,0.26,6.8,49.0,22.0,93.0,0.9928,3.15,0.42,11.0,1
2758,3332,6.7,0.27,0.3,13.9,29.0,34.0,131.0,0.9953,3.36,0.5,12.0,1
2759,1053,7.1,0.17,0.4,14.55,47.0,47.0,156.0,0.99945,3.34,0.78,9.1,1
2760,2951,7.0,0.25,0.56,2.0,35.0,20.0,95.0,0.9918,3.23,0.53,11.0,1
2761,760,6.9,0.19,0.35,1.7,36.0,33.0,101.0,0.99315,3.21,0.54,10.8,1
2762,2925,6.0,0.32,0.32,4.8,41.0,40.0,186.0,0.99235,3.22,0.54,11.0,1
2764,3930,7.4,0.56,0.09,1.5,71.0,19.0,117.0,0.99496,3.22,0.53,9.8,0
2765,1132,6.1,0.2,0.34,9.5,41.0,38.0,201.0,0.995,3.14,0.44,10.1,0
2766,541,7.6,0.31,0.24,1.8,37.0,39.0,150.0,0.9913,3.05,0.44,11.8,1
2767,2254,6.3,0.41,0.33,4.7,23.0,28.0,110.0,0.991,3.3,0.38,12.5,1
2768,3833,7.2,0.24,0.27,11.4,34.0,40.0,174.0,0.99773,3.2,0.44,9.0,0
2769,3090,5.6,0.16,0.27,1.4,44.0,53.0,168.0,0.9918,3.28,0.37,10.1,1
2770,1609,7.4,0.3,0.22,5.25,53.0,33.0,180.0,0.9926,3.13,0.45,11.6,1
2771,636,6.1,0.36,0.58,15.0,44.0,42.0,115.0,0.9978,3.15,0.51,9.0,0
2772,1772,6.5,0.32,0.3,2.3,51.0,20.0,127.0,0.98964,3.13,0.52,12.8,1
2773,2257,7.1,0.28,0.49,6.5,41.0,28.0,111.0,0.9926,3.41,0.58,12.2,1
2774,51,6.5,0.23,0.38,1.3,32.0,29.0,112.0,0.99298,3.29,0.54,9.7,0
2775,135,6.2,0.26,0.37,7.1,47.0,54.0,201.0,0.99523,3.19,0.48,9.5,1
2776,3897,6.6,0.18,0.35,1.5,49.0,49.0,141.0,0.9934,3.43,0.85,10.2,1
2777,2466,6.8,0.25,0.38,8.1,46.0,24.0,155.0,0.9956,3.33,0.59,10.2,1
2778,2738,7.9,0.51,0.34,2.6,49.0,13.0,135.0,0.99335,3.09,0.51,10.0,0
2779,3060,8.7,0.31,0.73,14.35,44.0,27.0,191.0,1.00013,2.96,0.88,8.7,0
2780,2542,6.4,0.15,0.4,1.5,42.0,23.0,87.0,0.98972,3.11,0.46,12.2,1
2781,2648,7.4,0.26,0.3,7.9,49.0,38.0,157.0,0.9963,3.13,0.48,8.9,1
2782,4282,6.3,0.34,0.28,14.7,47.0,49.0,198.0,0.9977,3.23,0.46,9.5,0
2783,3341,6.6,0.285,0.49,11.4,35.0,57.0,137.0,0.99732,3.08,0.54,8.9,1
2784,2649,9.4,0.17,0.55,1.6,49.0,14.0,94.0,0.9949,3.02,0.61,10.3,1
2785,161,6.4,0.27,0.19,2.0,84.0,21.0,191.0,0.99516,3.49,0.63,9.6,0
2786,3062,7.6,0.25,0.34,1.3,56.0,34.0,176.0,0.99434,3.1,0.51,9.5,0
2787,3345,5.4,0.255,0.33,1.2,51.0,29.0,122.0,0.99048,3.37,0.66,11.3,1
2788,4058,6.0,0.21,0.29,13.1,42.0,28.0,125.0,0.99936,3.39,0.45,8.6,0
2790,1912,8.2,0.3,0.44,12.4,43.0,52.0,154.0,0.99452,3.04,0.33,12.0,1
2791,4462,6.9,0.19,0.31,19.25,43.0,38.0,167.0,0.99954,2.93,0.52,9.1,1
2792,2,7.3,0.25,0.26,7.2,48.0,52.0,207.0,0.99587,3.12,0.37,9.2,0
2793,112,7.2,0.31,0.24,1.4,57.0,17.0,117.0,0.9928,3.16,0.35,10.5,0
2795,4352,6.4,0.28,0.17,8.3,42.0,61.0,195.0,0.99577,3.22,0.46,9.4,0
2796,2701,6.0,0.27,0.19,1.7,0.02,24.0,110.0,0.9898,3.32,0.47,12.6,1
2797,2235,6.1,0.27,0.33,2.2,21.0,26.0,117.0,0.9886,3.12,0.3,12.5,1
2798,4391,5.9,0.46,0.14,2.7,42.0,27.0,160.0,0.9931,3.46,0.51,10.6,1
2799,279,5.4,0.31,0.47,3.0,53.0,46.0,144.0,0.9931,3.29,0.76,10.0,0
2800,2320,6.1,0.22,0.4,1.85,31.0,25.0,111.0,0.98966,3.03,0.3,11.8,1
2801,3387,6.3,0.41,0.3,3.2,0.03,49.0,164.0,0.9927,3.53,0.79,11.7,1
2803,732,5.9,0.18,0.28,5.1,39.0,50.0,139.0,0.99165,3.16,0.44,11.3,1
2804,2809,6.5,0.22,0.25,17.1,0.05,44.0,138.0,1.0001,3.3,0.37,8.8,0
2805,3155,6.9,0.25,0.35,9.2,34.0,42.0,150.0,0.9947,3.21,0.36,11.5,1
2806,2457,7.1,0.23,0.23,3.5,38.0,23.0,112.0,0.99157,3.05,0.37,11.3666666666667,1
2807,3122,7.0,0.36,0.32,10.05,45.0,37.0,131.0,0.99352,3.09,0.33,11.7,1
2808,3115,6.8,0.52,0.32,13.2,44.0,54.0,221.0,0.9972,3.27,0.5,9.6,1
2809,3718,6.4,0.41,0.01,6.1,48.0,20.0,70.0,0.99362,3.19,0.42,10.0,0
2810,3622,6.9,0.4,0.37,8.9,53.0,36.0,148.0,0.996,3.16,0.5,9.3,0
2811,795,6.8,0.21,0.31,2.9,46.0,40.0,121.0,0.9913,3.07,0.65,10.9,1
2812,3485,5.8,0.31,0.33,1.2,36.0,23.0,99.0,0.9916,3.18,0.6,10.5,1
2813,4606,7.0,0.24,0.18,1.3,46.0,9.0,62.0,0.994,3.38,0.47,10.1,0
2814,1562,7.3,0.49,0.32,5.2,43.0,18.0,104.0,0.9952,3.24,0.45,10.7,0
2815,3316,6.0,0.32,0.3,1.9,33.0,41.0,142.0,0.98912,3.29,0.42,12.8,1
2816,431,5.8,0.3,0.23,1.5,34.0,37.0,121.0,0.98871,2.96,0.34,12.1,1
2817,3361,6.4,0.55,0.26,9.6,27.0,20.0,104.0,0.9924,3.22,0.73,13.1,1
2818,3125,6.5,0.26,0.31,1.3,34.0,59.0,145.0,0.98944,3.16,0.54,12.4,1
2819,1436,6.2,0.41,0.22,1.9,23.0,5.0,56.0,0.98928,3.04,0.79,13.0,1
2820,2702,6.4,0.12,0.49,6.4,42.0,49.0,161.0,0.9945,3.34,0.44,10.4,1
2821,3157,6.9,0.34,0.36,1.4,32.0,13.0,145.0,0.99214,3.07,0.52,9.8,0
2822,3982,7.4,0.2,0.33,1.9,35.0,39.0,138.0,0.991,3.17,0.44,11.7,1
2823,468,6.8,0.28,0.43,7.6,0.03,30.0,110.0,0.99164,3.08,0.59,12.5,1
2824,3163,6.0,0.2,0.26,1.1,33.0,38.0,67.0,0.98954,3.14,0.38,11.5,1
2825,4318,9.2,0.27,0.34,10.5,43.0,49.0,228.0,0.9974,3.04,0.41,10.4,1
2826,3016,6.0,0.19,0.26,12.4,48.0,50.0,147.0,0.9972,3.3,0.36,8.9,1
2827,2984,6.0,0.26,0.32,3.5,28.0,29.0,113.0,0.9912,3.4,0.71,12.3,1
2828,1065,7.2,0.19,0.46,3.8,41.0,82.0,187.0,0.9932,3.19,0.6,11.2,1
2829,884,6.9,0.41,0.33,10.1,43.0,28.0,152.0,0.9968,3.2,0.52,9.4,0
2830,2252,6.7,0.3,0.29,2.8,25.0,37.0,107.0,0.99159,3.31,0.63,11.3,1
2831,314,5.8,0.24,0.44,3.5,29.0,5.0,109.0,0.9913,3.53,0.43,11.7,0
2832,1527,6.9,0.25,0.3,4.1,54.0,23.0,116.0,0.994,2.99,0.38,9.4,1
2833,119,6.9,0.31,0.32,1.6,36.0,34.0,114.0,0.99068,3.19,0.45,11.4,1
2834,2420,7.2,0.22,0.28,7.2,0.06,41.0,132.0,0.9935,3.08,0.59,11.3,1
2835,3063,6.4,0.23,0.33,1.15,44.0,15.5,217.5,0.992,3.33,0.44,11.0,1
2836,3325,6.5,0.115,0.29,1.95,38.0,73.0,166.0,0.989,3.12,0.25,12.9,1
2837,270,7.0,0.35,0.17,1.1,49.0,7.0,119.0,0.99297,3.13,0.36,9.7,1
2838,964,7.0,0.3,0.51,13.6,0.05,40.0,168.0,0.9976,3.07,0.52,9.6,1
2839,1253,7.1,0.33,0.25,1.6,0.03,25.0,126.0,0.9901,3.22,0.34,12.1,1
2840,871,7.2,0.35,0.34,12.4,51.0,6.0,37.0,0.9944,3.13,0.39,11.5,1
2841,959,7.5,0.19,0.49,1.6,47.0,42.0,140.0,0.9932,3.4,0.47,10.7,1
2842,753,6.8,0.25,0.34,14.0,32.0,47.0,133.0,0.9952,3.37,0.5,12.2,1
2843,1385,7.0,0.25,0.45,2.3,45.0,40.0,118.0,0.99064,3.16,0.48,11.9,1
2844,480,6.3,0.17,0.32,4.2,0.04,37.0,117.0,0.99182,3.24,0.43,11.3,1
2845,1561,8.1,0.33,0.22,5.2,47.0,24.0,151.0,0.99527,3.22,0.47,10.3,0
2846,3165,6.6,0.24,0.27,15.8,35.0,46.0,188.0,0.9982,3.24,0.51,9.2,0
2847,140,7.2,0.24,0.19,7.7,45.0,53.0,176.0,0.9958,3.17,0.38,9.5,0
2848,4403,7.3,0.31,0.69,10.2,41.0,58.0,160.0,0.9977,3.06,0.45,8.6,0
2849,2986,5.6,0.26,0.5,11.4,29.0,25.0,93.0,0.99428,3.23,0.49,10.5,1
2850,3495,7.8,0.18,0.31,12.2,53.0,46.0,140.0,0.998,3.06,0.53,8.9,1
2851,1360,7.5,0.22,0.33,6.7,36.0,45.0,138.0,0.9939,3.2,0.68,11.4,1
2852,1403,5.8,0.26,0.24,9.2,44.0,55.0,152.0,0.9961,3.31,0.38,9.4,0
2853,2068,6.5,0.33,0.28,6.1,18.0,41.0,103.0,0.99122,3.24,0.32,12.2,1
2854,638,6.8,0.28,0.34,7.5,35.0,34.0,177.0,0.99692,3.33,0.43,9.1,0
2855,2578,5.7,0.22,0.2,16.0,44.0,41.0,113.0,0.99862,3.22,0.46,8.9,1
2856,3979,7.6,0.16,0.41,1.9,47.0,27.0,151.0,0.9937,3.2,0.53,10.1,1
2857,3969,6.4,0.46,0.08,4.9,46.0,34.0,144.0,0.99445,3.1,0.56,10.0,0
2858,1720,6.6,0.3,0.45,8.0,38.0,54.0,200.0,0.9956,3.18,0.48,9.5,0
2859,4573,5.7,0.245,0.33,1.1,49.0,28.0,150.0,0.9927,3.13,0.42,9.3,0
2860,3932,6.2,0.32,0.12,4.8,54.0,6.0,97.0,0.99424,3.16,0.5,9.3,0
2861,78,6.4,0.29,0.3,2.9,36.0,25.0,79.0,0.99037,3.29,0.6,12.4,1
2862,911,6.4,0.3,0.27,4.4,55.0,17.0,135.0,0.9925,3.23,0.44,12.2,1
2864,4263,7.2,0.585,0.2,10.4,86.0,17.0,94.0,0.99681,3.13,0.4,9.4,0
2865,4494,6.2,0.25,0.54,7.0,46.0,58.0,176.0,0.99454,3.19,0.7,10.4,0
2866,4533,6.2,0.34,0.28,7.5,34.0,40.0,197.0,0.99485,3.14,0.6,9.7,0
2868,1728,5.9,0.24,0.28,1.3,32.0,36.0,95.0,0.98889,3.08,0.64,12.9,1
2869,1481,6.0,0.42,0.41,12.4,32.0,50.0,179.0,0.99622,3.14,0.6,9.7,0
2870,2469,7.1,0.18,0.42,1.4,45.0,47.0,157.0,0.9916,2.95,0.31,10.5,1
2871,117,8.0,0.24,0.26,1.7,33.0,36.0,136.0,0.99316,3.44,0.51,10.4,1
2872,1996,6.9,0.56,0.26,10.9,0.06,55.0,193.0,0.9969,3.21,0.44,9.4,0
2873,733,4.9,0.235,0.27,11.75,0.03,34.0,118.0,0.9954,3.07,0.5,9.4,1
2874,3344,7.1,0.28,0.26,1.9,49.0,12.0,86.0,0.9934,3.15,0.38,9.4,0
2875,4222,6.2,0.22,0.28,2.2,0.04,24.0,125.0,0.9917,3.19,0.48,10.5,1
2876,4438,8.6,0.2,0.42,1.5,41.0,35.0,125.0,0.9925,3.11,0.49,11.4,1
2878,4571,7.7,0.26,0.32,1.2,0.04,26.0,117.0,0.993,3.21,0.56,10.8,0
2879,585,7.4,0.27,0.31,2.4,14.0,15.0,143.0,0.99094,3.03,0.65,12.0,0
2880,3375,5.7,0.33,0.32,1.4,43.0,28.0,93.0,0.9897,3.31,0.5,12.3,1
2881,3305,7.8,0.2,0.24,1.6,26.0,26.0,189.0,0.991,3.08,0.74,12.1,1
2882,2392,7.0,0.25,0.32,9.0,46.0,56.0,245.0,0.9955,3.25,0.5,10.4,1
2883,3869,5.0,0.235,0.27,11.75,0.03,34.0,118.0,0.9954,3.07,0.5,9.4,1
2884,4270,7.3,0.2,0.37,1.2,37.0,48.0,119.0,0.992,3.32,0.49,10.9,1
2885,461,6.4,0.24,0.26,8.2,54.0,47.0,182.0,0.99538,3.12,0.5,9.5,0
2886,64,6.5,0.22,0.72,6.8,42.0,33.0,168.0,0.9958,3.12,0.36,9.2,1
2887,2463,7.2,0.2,0.3,2.0,39.0,43.0,188.0,0.9911,3.3,0.41,12.0,1
2888,1472,6.3,0.495,0.22,1.8,46.0,31.0,140.0,0.9929,3.39,0.54,10.4,1
2890,4584,5.6,0.34,0.25,2.5,46.0,47.0,182.0,0.99093,3.21,0.4,11.3,0
2891,2295,6.0,0.26,0.18,7.0,55.0,50.0,194.0,0.99591,3.21,0.43,9.0,0
2892,801,7.0,0.27,0.32,6.8,47.0,47.0,193.0,0.9938,3.23,0.39,11.4,1
2894,4511,6.8,0.73,0.2,6.6,54.0,25.0,65.0,0.99324,3.12,0.28,11.1,0
2895,1915,5.7,0.39,0.25,4.9,33.0,49.0,113.0,0.98966,3.26,0.58,13.1,1
2896,1041,5.2,0.335,0.2,1.7,33.0,17.0,74.0,0.99002,3.34,0.48,12.3,1
2897,4531,6.5,0.41,0.24,14.0,48.0,24.0,113.0,0.9982,3.44,0.53,9.8,1
2898,614,6.0,0.33,0.26,5.1,51.0,16.0,119.0,0.99416,3.15,0.41,9.2,0
2899,3854,6.5,0.2,0.31,2.1,33.0,32.0,95.0,0.989435,2.96,0.61,12.0,1
2900,3433,6.4,0.34,0.2,14.9,0.06,37.0,162.0,0.9983,3.13,0.45,9.0,0
2901,2415,6.3,0.4,0.24,5.1,36.0,43.0,131.0,0.99186,3.24,0.44,11.3,1
2902,612,7.2,0.25,0.39,18.95,38.0,42.0,155.0,0.9999,2.97,0.47,9.0,1
2903,2223,6.9,0.23,0.33,12.8,56.0,44.0,169.0,0.998,3.42,0.42,9.8,1
2904,3589,7.0,0.44,0.24,12.1,56.0,68.0,210.0,0.99718,3.05,0.5,9.5,0
2905,4085,8.0,0.37,0.31,4.7,38.0,3.0,127.0,0.99186,2.9,0.72,12.1,0
2906,252,7.1,0.2,0.41,2.1,54.0,24.0,166.0,0.9948,3.48,0.62,10.5,1
2907,3073,7.8,0.3,0.37,1.3,51.0,16.0,96.0,0.9941,3.32,0.62,10.0,0
2909,3702,7.1,0.3,0.46,1.5,66.0,29.0,133.0,0.9906,3.12,0.54,12.7,1
2910,1696,6.9,0.3,0.25,3.3,41.0,26.0,124.0,0.99428,3.18,0.5,9.3,1
2911,3359,6.7,0.26,0.49,8.3,47.0,54.0,191.0,0.9954,3.23,0.4,10.3,1
2913,1302,8.0,0.27,0.24,1.2,44.0,20.0,102.0,0.9929,3.28,0.42,10.9,0
2914,234,5.8,0.25,0.26,13.1,51.0,44.0,148.0,0.9972,3.29,0.38,9.3,0
2915,4575,8.0,0.22,0.42,14.6,44.0,45.0,163.0,1.0003,3.21,0.69,8.6,1
2916,1488,7.0,0.39,0.24,1.0,48.0,8.0,119.0,0.9923,3.0,0.31,10.1,0
2918,4601,6.9,0.24,0.37,6.1,27.0,38.0,112.0,0.99086,3.19,0.34,12.4,1
2919,3168,6.8,0.23,0.29,12.2,35.0,38.0,236.0,0.9976,3.35,0.52,9.8,1
2920,4325,6.3,0.29,0.14,7.05,45.0,50.0,177.0,0.99564,3.23,0.42,9.0,0
2921,147,6.0,0.26,0.42,5.2,27.0,70.0,178.0,0.9914,3.4,0.4,12.3,1
2922,2839,5.7,0.26,0.3,1.8,39.0,30.0,105.0,0.98995,3.48,0.52,12.5,1
2923,3339,7.2,0.08,0.49,1.3,0.05,18.0,148.0,0.9945,3.46,0.44,10.2,1
2925,3758,6.4,0.24,0.23,2.0,46.0,30.0,133.0,0.9908,3.12,0.54,11.4,1
2927,2881,6.9,0.24,0.39,1.3,63.0,18.0,136.0,0.9928,3.31,0.48,10.4,1
2928,1011,5.3,0.33,0.3,1.2,48.0,25.0,119.0,0.99045,3.32,0.62,11.3,1
2929,3493,7.6,0.26,0.36,1.6,32.0,6.0,106.0,0.993,3.15,0.4,10.4,0
2930,332,9.7,0.14,0.59,1.5,49.0,23.0,142.0,0.9958,2.98,0.62,9.5,0
2931,2528,6.9,0.27,0.4,14.0,0.05,64.0,227.0,0.9979,3.18,0.58,9.6,1
2932,2080,8.5,0.2,0.4,1.1,46.0,31.0,106.0,0.99194,3.0,0.35,10.5,0
2933,441,7.3,0.19,0.68,1.5,0.05,31.0,156.0,0.9946,3.32,0.64,9.4,1
2934,4395,7.2,0.25,0.32,1.5,47.0,27.0,132.0,0.9933,3.26,0.44,10.5,0
2935,3488,8.0,0.66,0.72,17.55,42.0,62.0,233.0,0.9999,2.92,0.68,9.4,0
2936,3294,6.1,0.6,0.12,1.8,0.05,11.0,76.0,0.99268,3.42,0.48,10.4,0
2937,3681,6.4,0.17,0.27,9.9,47.0,26.0,101.0,0.99596,3.34,0.5,9.9,1
2938,2865,7.0,0.36,0.35,2.5,48.0,67.0,161.0,0.99146,3.05,0.56,11.1,1
2939,570,6.8,0.31,0.19,3.5,86.0,30.0,130.0,0.993,2.83,0.44,9.6,0
2940,3639,7.7,0.38,0.4,2.0,38.0,28.0,152.0,0.9906,3.18,0.32,12.9,1
2941,2577,6.4,0.18,0.35,1.0,45.0,39.0,108.0,0.9911,3.31,0.35,10.9,1
2942,2352,6.7,0.24,0.33,12.3,46.0,31.0,145.0,0.9983,3.36,0.4,9.5,0
2943,412,7.0,0.34,0.26,10.3,41.0,51.0,166.0,0.99382,3.08,0.35,11.6,1
2944,3435,6.4,0.38,0.24,7.2,47.0,41.0,151.0,0.99604,3.11,0.6,9.2,0
2945,991,7.4,0.2,0.43,7.8,45.0,27.0,153.0,0.9964,3.19,0.55,9.0,1
2946,829,5.7,0.43,0.3,5.7,39.0,24.0,98.0,0.992,3.54,0.61,12.3,1
2947,1818,6.8,0.23,0.4,1.6,47.0,5.0,133.0,0.993,3.23,0.7,11.4,1
2948,2283,7.2,0.21,0.36,15.7,45.0,68.0,183.0,0.99922,3.25,0.76,9.4,0
2949,2546,5.9,0.24,0.12,1.4,35.0,60.0,247.0,0.99358,3.34,0.44,9.6,1
2950,1064,6.9,0.35,0.74,1.0,44.0,18.0,132.0,0.992,3.13,0.55,10.2,0
2951,4174,6.5,0.425,0.4,13.1,38.0,59.0,241.0,0.9979,3.23,0.57,9.0,0
2952,679,7.2,0.16,0.35,1.2,31.0,27.0,84.0,0.9928,3.33,0.34,9.9,0
2953,360,6.5,0.26,0.5,8.0,51.0,46.0,197.0,0.99536,3.18,0.47,9.5,0
2954,2536,7.1,0.36,0.37,4.8,19.0,39.0,114.0,0.99036,3.08,0.49,12.7,1
2955,767,6.4,0.45,0.07,1.1,0.03,10.0,131.0,0.9905,2.97,0.28,10.8,0
2956,2316,5.7,0.33,0.15,1.9,0.05,20.0,93.0,0.9934,3.38,0.62,9.9,0
2957,2267,5.8,0.29,0.33,3.7,29.0,30.0,88.0,0.98994,3.25,0.42,12.3,1
2960,214,6.9,0.19,0.32,7.9,42.0,30.0,130.0,0.99456,3.4,0.39,10.5,1
2961,2875,6.8,0.21,0.49,14.5,0.06,50.0,170.0,0.9991,3.55,0.44,9.8,1
2962,2974,6.9,0.25,0.3,4.1,54.0,23.0,116.0,0.994,2.99,0.38,9.4,1
2963,2175,6.9,0.44,0.42,8.5,48.0,10.0,147.0,0.9974,3.32,0.46,9.5,1
2964,3352,7.2,0.29,0.2,7.7,46.0,51.0,174.0,0.99582,3.16,0.52,9.5,0
2965,967,6.4,0.38,0.19,4.5,38.0,36.0,119.0,0.99151,3.07,0.42,11.2,1
2966,1141,5.8,0.345,0.15,10.8,33.0,26.0,120.0,0.99494,3.25,0.49,10.0,1
2967,827,7.2,0.24,0.29,2.2,37.0,37.0,102.0,0.992,3.27,0.64,11.0,1
2968,1612,6.0,0.34,0.29,6.1,46.0,29.0,134.0,0.99462,3.48,0.57,10.7,1
2969,2934,6.8,0.26,0.56,11.9,43.0,64.0,226.0,0.997,3.02,0.63,9.3,0
2970,4228,6.1,0.34,0.21,5.0,42.0,17.0,133.0,0.99373,3.02,0.53,9.4,0
